id,latitude,longitude,year,name,sex,bottom_depth,surface_temperature,bottom_temperature,haul,cpue
94010,60.33009,-174.08459,1987,southern Tanner crab,female,90,9,1.7,177,69
94009,59.9995,-177.92075,1987,southern Tanner crab,female,143,8.1,1.7,166,2262
94008,59.99942,-177.16592,1987,southern Tanner crab,female,137,9.1,1.6,200,146
94007,59.49233,-173.451,1987,southern Tanner crab,female,102,8.7,2.5,144,72
94006,59.6915,-177.147,1987,southern Tanner crab,female,166,8.4,3,167,130
94005,59.669,-176.56167,1987,southern Tanner crab,female,135,8.6,2,168,1834
94004,59.67017,-175.12017,1987,southern Tanner crab,female,126,9.3,2.8,170,2031
94003,57.15292,-169.91584,1987,southern Tanner crab,female,48,7.5,5.1,125,273
94002,57.17467,-169.30342,1987,southern Tanner crab,female,73,,4.3,97,2268
94001,57.14942,-168.61392,1987,southern Tanner crab,female,75,7.1,4.1,116,420
94000,57.36167,-173.34192,1987,southern Tanner crab,female,121,9.1,4.1,160,659
93999,57.28192,-172.708,1987,southern Tanner crab,female,113,8.3,4.1,137,490
93998,57.34033,-172.12708,1987,southern Tanner crab,female,106,10,3.9,155,2373
93997,57.33934,-171.46109,1987,southern Tanner crab,female,101,,3.7,132,6932
93996,57.33334,-170.85267,1987,southern Tanner crab,female,80,9.1,4.3,149,10611
93995,57.33575,-169.63192,1987,southern Tanner crab,female,60,8.1,3.2,126,8632
93994,57.33784,-169.004,1987,southern Tanner crab,female,71,,4.1,96,693
93993,57.33134,-159.04483,1987,southern Tanner crab,female,46,4.3,3.4,6,220
93992,57.33659,-159.66517,1987,southern Tanner crab,female,53,4.2,3.7,23,2660
93991,57.326,-160.28008,1987,southern Tanner crab,female,59,4.7,3.7,6,19196
93990,57.32417,-160.919,1987,southern Tanner crab,female,62,5.3,3.4,31,2464
93989,57.3475,-161.53267,1987,southern Tanner crab,female,55,4.8,3.2,14,3198
93988,57.33742,-162.13792,1987,southern Tanner crab,female,49,6.5,3.2,40,16801
93987,57.3355,-162.78358,1987,southern Tanner crab,female,48,4.4,3.4,24,48736
93986,57.32867,-163.38617,1987,southern Tanner crab,female,49,3.8,3.2,52,6917
93985,57.34675,-163.99009,1987,southern Tanner crab,female,60,4,2.4,32,92073
93984,57.33958,-164.61675,1987,southern Tanner crab,female,62,4.6,2.9,65,9832
93983,57.33084,-167.74125,1987,southern Tanner crab,female,73,,3.9,75,536
93982,56.8265,-170.42809,1987,southern Tanner crab,female,99,,4.3,104,8104
93981,56.83042,-169.8205,1987,southern Tanner crab,female,70,7,4.6,123,224
93980,56.8435,-169.26908,1987,southern Tanner crab,female,80,,4,99,3950
93979,56.82417,-168.61134,1987,southern Tanner crab,female,97,6.9,3.9,118,1397
93978,57.042,-173.29892,1987,southern Tanner crab,female,144,8.9,4.2,159,2807
93977,56.9905,-172.64975,1987,southern Tanner crab,female,124,8.6,4.3,136,1399
93976,57.033,-172.01684,1987,southern Tanner crab,female,115,9,4.2,154,4094
73350,58.67059,-169.13692,1987,southern Tanner crab,male,60,,3.2,90,693
73349,58.30275,-174.25642,1987,southern Tanner crab,male,150,9.7,4,212,1006
73348,58.32692,-173.60475,1987,southern Tanner crab,male,115,9.6,3.9,211,500
73347,58.3465,-172.31642,1987,southern Tanner crab,male,101,9.4,3.3,164,3619
73346,58.34292,-171.66492,1987,southern Tanner crab,male,95,,3.1,129,385
73345,58.32959,-171.0265,1987,southern Tanner crab,male,82,8.1,2.3,146,982
73344,58.35775,-170.39975,1987,southern Tanner crab,male,73,,2,112,2869
71714,57.33784,-169.004,1987,southern Tanner crab,male,71,,4.1,96,2599
71713,57.31658,-168.376,1987,southern Tanner crab,male,73,6.9,4.1,115,691
71712,57.33134,-159.04483,1987,southern Tanner crab,male,46,4.3,3.4,6,661
71711,57.33659,-159.66517,1987,southern Tanner crab,male,53,4.2,3.7,23,2956
71710,57.326,-160.28008,1987,southern Tanner crab,male,59,4.7,3.7,6,25884
71709,57.32417,-160.919,1987,southern Tanner crab,male,62,5.3,3.4,31,2675
71708,57.3475,-161.53267,1987,southern Tanner crab,male,55,4.8,3.2,14,12096
71707,57.33742,-162.13792,1987,southern Tanner crab,male,49,6.5,3.2,40,20011
71706,57.3355,-162.78358,1987,southern Tanner crab,male,48,4.4,3.4,24,41952
71705,57.32867,-163.38617,1987,southern Tanner crab,male,49,3.8,3.2,52,14148
71704,57.34675,-163.99009,1987,southern Tanner crab,male,60,4,2.4,32,70574
71703,57.33958,-164.61675,1987,southern Tanner crab,male,62,4.6,2.9,65,5844
71702,57.32258,-165.23175,1987,southern Tanner crab,male,66,,3.5,47,795
71701,57.31367,-165.86034,1987,southern Tanner crab,male,66,5,3.6,79,1719
71700,57.3425,-166.49734,1987,southern Tanner crab,male,68,,4,61,432
71699,57.35984,-167.09909,1987,southern Tanner crab,male,70,5.5,4.2,95,576
71698,57.33084,-167.74125,1987,southern Tanner crab,male,73,,3.9,75,894
71697,56.8265,-170.42809,1987,southern Tanner crab,male,99,,4.3,104,9974
71696,56.83042,-169.8205,1987,southern Tanner crab,male,70,7,4.6,123,1121
74133,59.35517,-171.18367,1987,southern Tanner crab,male,73,8.2,1.9,143,69
74134,59.34975,-171.83634,1987,southern Tanner crab,male,80,,1.1,126,173
74135,59.33767,-172.50084,1987,southern Tanner crab,male,86,9.1,2.6,167,460
74136,59.33717,-173.1425,1987,southern Tanner crab,male,101,8.9,2.8,143,1223
74137,59.30708,-173.79109,1987,southern Tanner crab,male,108,10.1,3.2,208,7692
74138,59.34075,-174.44858,1987,southern Tanner crab,male,123,8.8,3.2,172,1292
74139,59.31975,-174.99875,1987,southern Tanner crab,male,132,8.8,3,175,502
74140,59.29109,-175.61617,1987,southern Tanner crab,male,139,8.6,2.8,176,2827
74141,59.66742,-172.53034,1987,southern Tanner crab,male,79,9,1.2,169,230
73343,58.34725,-169.75209,1987,southern Tanner crab,male,68,7.6,3.1,131,138
73342,58.34408,-169.11975,1987,southern Tanner crab,male,66,,3.5,91,75
73341,58.32884,-168.46042,1987,southern Tanner crab,male,64,6.2,3.2,110,139
73340,58.347,-166.54242,1987,southern Tanner crab,male,46,,3.3,58,84
95656,55.99125,-165.817,1987,southern Tanner crab,female,108,6.8,4.1,83,133
83007,56.996,-163.37117,1987,southern Tanner crab,male,64,4.5,3.1,53,13504
72503,57.67034,-164.63525,1987,southern Tanner crab,male,51,4.9,3.1,66,6622
72504,57.67325,-164.01275,1987,southern Tanner crab,male,48,3.3,2.6,31,12511
72505,57.666,-163.37959,1987,southern Tanner crab,male,44,3.8,3.3,51,816
71695,56.8435,-169.26908,1987,southern Tanner crab,male,80,,4,99,5355
71694,56.82417,-168.61134,1987,southern Tanner crab,male,97,6.9,3.9,118,1765
71693,57.042,-173.29892,1987,southern Tanner crab,male,144,8.9,4.2,159,2245
71692,56.9905,-172.64975,1987,southern Tanner crab,male,124,8.6,4.3,136,630
71691,57.033,-172.01684,1987,southern Tanner crab,male,115,9,4.2,154,2957
71690,57.01075,-171.39867,1987,southern Tanner crab,male,108,,4,133,7523
71689,56.98734,-170.8025,1987,southern Tanner crab,male,95,8.7,4.2,150,13538
71688,57.00542,-170.20242,1987,southern Tanner crab,male,70,,5.2,105,1519
71687,56.99858,-169.60634,1987,southern Tanner crab,male,60,7.6,4.6,124,30370
71686,56.96392,-168.963,1987,southern Tanner crab,male,80,,3.9,98,362
71685,56.99125,-168.34842,1987,southern Tanner crab,male,79,7,3.9,117,4061
71684,57.00425,-159.706,1987,southern Tanner crab,male,55,4.7,3.6,22,2812
71683,56.98634,-160.33975,1987,southern Tanner crab,male,60,4.6,3.5,5,2650
71682,56.99033,-160.90033,1987,southern Tanner crab,male,71,5.1,3.5,32,2124
71681,57.00059,-161.56892,1987,southern Tanner crab,male,68,5.4,3.2,15,1325
72506,57.67542,-162.75192,1987,southern Tanner crab,male,42,4.5,3.3,25,2642
72507,57.67459,-162.12717,1987,southern Tanner crab,male,46,4.7,3,41,2479
72508,57.666,-161.50159,1987,southern Tanner crab,male,51,4.6,2.9,13,1932
72509,57.67417,-160.87742,1987,southern Tanner crab,male,53,5.2,3.4,30,5075
72510,57.671,-160.25509,1987,southern Tanner crab,male,53,4.8,3.6,7,10132
72511,57.67492,-169.05309,1987,southern Tanner crab,male,68,,4,94,6248
72512,57.67675,-169.64734,1987,southern Tanner crab,male,70,8.2,2.8,128,3077
72513,57.66309,-170.28333,1987,southern Tanner crab,male,71,,2.4,109,3766
72514,57.65075,-170.88075,1987,southern Tanner crab,male,84,9.3,3.5,148,2863
72515,57.68325,-171.52875,1987,southern Tanner crab,male,99,,3.7,131,325
72516,57.65875,-172.10809,1987,southern Tanner crab,male,104,10,3.8,156,749
72517,57.65992,-172.79708,1987,southern Tanner crab,male,121,9,4,138,215
72518,57.68675,-173.3975,1987,southern Tanner crab,male,146,9,4.2,161,1276
73339,57.83417,-170.62109,1987,southern Tanner crab,male,77,,3,110,2717
73338,57.83217,-169.94092,1987,southern Tanner crab,male,70,8,3,129,3039
73337,57.84459,-169.33975,1987,southern Tanner crab,male,64,,3.5,93,6352
73336,57.84184,-168.7435,1987,southern Tanner crab,male,70,7.2,3.6,112,652
73335,58.0205,-173.49067,1987,southern Tanner crab,male,117,9.5,3.9,162,818
73334,57.99909,-172.86,1987,southern Tanner crab,male,110,9.3,3.7,139,615
73333,58.00059,-172.19742,1987,southern Tanner crab,male,104,9.3,3.7,163,755
73332,58.00075,-171.6025,1987,southern Tanner crab,male,97,,3.6,130,1893
73331,57.99017,-170.98684,1987,southern Tanner crab,male,84,9.1,3.3,147,349
73330,57.9895,-170.34592,1987,southern Tanner crab,male,73,,2.3,111,25591
73329,58.00109,-169.70967,1987,southern Tanner crab,male,68,7.8,3.3,130,2285
71680,57.0055,-162.17242,1987,southern Tanner crab,male,57,5.7,3.4,39,5213
71679,56.98917,-162.78942,1987,southern Tanner crab,male,60,4.4,3.2,22,8976
74142,59.66708,-173.23192,1987,southern Tanner crab,male,97,8.7,2.3,145,854
74143,59.64209,-173.854,1987,southern Tanner crab,male,102,10,2.6,207,353
74144,59.62117,-174.55392,1987,southern Tanner crab,male,117,9.1,2.9,171,2026
74145,59.67017,-175.12017,1987,southern Tanner crab,male,126,9.3,2.8,170,2257
74146,59.66659,-175.88042,1987,southern Tanner crab,male,137,8.9,2.5,169,947
74147,59.669,-176.56167,1987,southern Tanner crab,male,135,8.6,2,168,3261
74148,59.6915,-177.147,1987,southern Tanner crab,male,166,8.4,3,167,391
74149,59.49233,-173.451,1987,southern Tanner crab,male,102,8.7,2.5,144,358
74150,60.00017,-176.655,1987,southern Tanner crab,male,141,9.3,1.6,201,76
74151,59.99942,-177.16592,1987,southern Tanner crab,male,137,9.1,1.6,200,1459
74152,59.9995,-177.92075,1987,southern Tanner crab,male,143,8.1,1.7,166,2408
74153,59.83809,-172.23759,1987,southern Tanner crab,male,73,,0.7,124,347
74154,59.81659,-173.54017,1987,southern Tanner crab,male,93,8.6,2,146,363
74155,60.33192,-175.42542,1987,southern Tanner crab,male,110,9.7,2,196,70
74156,60.66575,-175.46584,1987,southern Tanner crab,male,108,9.2,1.6,181,77
96447,56.65534,-170.73184,1987,southern Tanner crab,female,112,8.5,4.1,151,3119
96446,56.65758,-170.121,1987,southern Tanner crab,female,99,,4.2,103,9197
96445,56.6475,-169.51592,1987,southern Tanner crab,female,71,6.7,5.2,122,199
73511,58.76042,-174.92742,1987,southern Tanner crab,male,141,9.7,3.4,179,2191
73512,58.75292,-175.46767,1987,southern Tanner crab,male,134,9.4,3.4,178,3334
73513,58.99517,-169.81142,1987,southern Tanner crab,male,60,7.7,3.1,133,69
73514,58.98417,-170.47592,1987,southern Tanner crab,male,71,,2.7,114,72
73515,59.00142,-171.14325,1987,southern Tanner crab,male,75,8.3,2,144,1764
73516,59.00475,-171.76059,1987,southern Tanner crab,male,86,,2.3,127,464
73517,59.04034,-172.43492,1987,southern Tanner crab,male,97,9.4,2.8,166,1048
72519,57.4905,-168.72259,1987,southern Tanner crab,male,70,7,4,114,426
72520,57.51292,-169.34584,1987,southern Tanner crab,male,68,,3.2,95,2034
72521,57.49083,-169.9165,1987,southern Tanner crab,male,68,8,2.6,127,11131
72522,57.49867,-170.58017,1987,southern Tanner crab,male,73,,4,108,2548
72523,57.99909,-167.78842,1987,southern Tanner crab,male,66,,3.6,77,1232
72524,58.00434,-166.52875,1987,southern Tanner crab,male,60,,,59,142
72525,57.97733,-165.23917,1987,southern Tanner crab,male,49,,3.4,49,376
72526,58.003,-164.6075,1987,southern Tanner crab,male,42,5.1,3.1,67,871
72527,58.00484,-164.00733,1987,southern Tanner crab,male,44,3.5,2.8,30,343
72528,57.99792,-163.3725,1987,southern Tanner crab,male,40,3.6,3.1,50,74
72529,58.00309,-162.11842,1987,southern Tanner crab,male,35,3.6,2.4,42,77
72530,57.98867,-161.46942,1987,southern Tanner crab,male,51,5.7,3.2,12,154
72531,57.99892,-160.84817,1987,southern Tanner crab,male,42,6.2,3.5,29,576
72532,57.99025,-160.2025,1987,southern Tanner crab,male,49,4.5,3.3,8,273
72533,57.99933,-159.60109,1987,southern Tanner crab,male,38,5.1,3.8,25,81
72534,58.00667,-168.42892,1987,southern Tanner crab,male,68,6.9,3.6,111,3714
72535,58.01483,-169.07808,1987,southern Tanner crab,male,70,,3.4,92,1531
72536,54.69667,-165.09375,1987,southern Tanner crab,male,77,6.2,5.7,39,131
74163,55.00658,-166.94367,1987,southern Tanner crab,male,155,7.1,3.7,88,4218
96418,56.32117,-165.19259,1987,southern Tanner crab,female,88,5.8,3.3,44,414
96419,56.33675,-164.57734,1987,southern Tanner crab,female,86,5.6,3.2,62,1832
96420,56.34675,-164.00592,1987,southern Tanner crab,female,84,5.8,3.3,35,4181
96421,56.3335,-163.39417,1987,southern Tanner crab,female,84,5.7,3.6,55,665
96422,56.33734,-162.79859,1987,southern Tanner crab,female,79,5.3,3.7,20,85
96423,56.3815,-162.22383,1987,southern Tanner crab,female,80,5.1,3.8,37,519
96424,56.333,-161.619,1987,southern Tanner crab,female,68,6,3.9,17,150
96425,56.33859,-168.26667,1987,southern Tanner crab,female,154,7.5,4.4,120,8694
96426,56.35192,-168.87342,1987,southern Tanner crab,female,124,,4.2,101,3089
96427,56.36892,-169.47692,1987,southern Tanner crab,female,134,7.6,4.2,121,1575
96428,56.34267,-170.05667,1987,southern Tanner crab,female,110,,4,102,753
96429,56.35708,-170.67259,1987,southern Tanner crab,female,119,8.4,4.2,152,1072
96430,56.658,-167.67,1987,southern Tanner crab,female,106,,3.9,73,295
96431,56.676,-167.076,1987,southern Tanner crab,female,93,6.7,3.9,93,592
96432,56.66984,-166.45559,1987,southern Tanner crab,female,86,,3.7,63,1335
96433,56.64609,-165.90675,1987,southern Tanner crab,female,79,6,3.6,81,8809
96434,56.68475,-165.15134,1987,southern Tanner crab,female,75,,3.5,45,2192
96435,56.717,-164.53509,1987,southern Tanner crab,female,73,5.9,3.4,63,442
96436,56.66842,-164.0005,1987,southern Tanner crab,female,75,5.2,3.1,34,916
96437,56.6625,-163.36575,1987,southern Tanner crab,female,73,5.2,3,54,1768
96438,56.67342,-162.76458,1987,southern Tanner crab,female,71,4.5,3.1,21,1728
96439,56.67633,-162.18192,1987,southern Tanner crab,female,68,5.6,3.4,38,312
96448,56.68325,-171.36275,1987,southern Tanner crab,female,117,,4,134,706
96449,56.66117,-171.931,1987,southern Tanner crab,female,128,8.8,4.3,153,2388
96450,56.68675,-172.59442,1987,southern Tanner crab,female,146,8,4.4,135,182
96451,56.99109,-167.70333,1987,southern Tanner crab,female,77,,4.1,74,2444
96452,57.02992,-167.0955,1987,southern Tanner crab,female,71,6.1,4.4,94,7242
94852,59.34075,-174.44858,1987,southern Tanner crab,female,123,8.8,3.2,172,888
94851,59.30708,-173.79109,1987,southern Tanner crab,female,108,10.1,3.2,208,5214
94850,59.33717,-173.1425,1987,southern Tanner crab,female,101,8.9,2.8,143,432
94849,59.33767,-172.50084,1987,southern Tanner crab,female,86,9.1,2.6,167,230
94848,59.34975,-171.83634,1987,southern Tanner crab,female,80,,1.1,126,87
94847,59.32717,-170.52675,1987,southern Tanner crab,female,68,,2.4,115,79
94846,59.3405,-169.866,1987,southern Tanner crab,female,59,7.2,2.4,134,74
94845,58.99542,-175.59667,1987,southern Tanner crab,female,135,8.9,2.6,177,999
94844,59.096,-174.89517,1987,southern Tanner crab,female,128,9,2.9,174,2810
94843,59.06434,-174.38092,1987,southern Tanner crab,female,124,9,3.5,173,309
94842,58.99517,-173.09042,1987,southern Tanner crab,female,106,8.7,3.3,142,679
94853,59.31975,-174.99875,1987,southern Tanner crab,female,132,8.8,3,175,628
94854,59.29109,-175.61617,1987,southern Tanner crab,female,139,8.6,2.8,176,1448
94855,59.66692,-171.24075,1987,southern Tanner crab,female,71,8.6,2.5,142,71
94856,59.62117,-174.55392,1987,southern Tanner crab,female,117,9.1,2.9,171,1636
94869,55.00658,-166.94367,1987,southern Tanner crab,female,155,7.1,3.7,88,5236
94870,55.01117,-166.32025,1987,southern Tanner crab,female,144,,4.3,68,1727
94871,54.97775,-165.76184,1987,southern Tanner crab,female,130,6.8,4.1,86,561
94872,54.97417,-165.19034,1987,southern Tanner crab,female,112,6.5,5,40,797
94873,55.32817,-167.5555,1987,southern Tanner crab,female,150,,3.4,69,250
94874,55.34525,-166.96084,1987,southern Tanner crab,female,139,7,4.3,89,1278
94875,55.3455,-166.34217,1987,southern Tanner crab,female,134,,4.4,67,422
94876,55.3195,-165.78892,1987,southern Tanner crab,female,121,7.2,4.4,85,293
71929,56.65758,-170.121,1987,southern Tanner crab,male,99,,4.2,103,10692
71930,56.65534,-170.73184,1987,southern Tanner crab,male,112,8.5,4.1,151,2360
71931,56.68325,-171.36275,1987,southern Tanner crab,male,117,,4,134,449
96440,56.68159,-161.56783,1987,southern Tanner crab,female,88,5.6,3.3,16,2681
96441,56.6645,-160.98975,1987,southern Tanner crab,female,66,5.4,3.6,33,1015
96442,56.66592,-160.36342,1987,southern Tanner crab,female,57,4.8,3.7,4,733
71932,56.66117,-171.931,1987,southern Tanner crab,male,128,8.8,4.3,153,3003
71933,56.68675,-172.59442,1987,southern Tanner crab,male,146,8,4.4,135,182
71102,55.65334,-165.16342,1987,southern Tanner crab,male,110,6.5,4.2,42,1206
73518,58.99517,-173.09042,1987,southern Tanner crab,male,106,8.7,3.3,142,980
73519,59.06434,-174.38092,1987,southern Tanner crab,male,124,9,3.5,173,309
73520,59.096,-174.89517,1987,southern Tanner crab,male,128,9,2.9,174,2156
73521,58.99542,-175.59667,1987,southern Tanner crab,male,135,8.9,2.6,177,571
95030,55.32634,-165.16809,1987,southern Tanner crab,female,112,6.4,4.6,41,377
95031,55.34025,-164.5815,1987,southern Tanner crab,female,101,6.4,5.2,59,374
95032,55.37808,-163.99267,1987,southern Tanner crab,female,88,6.4,4.5,38,5083
95033,55.36617,-163.44634,1987,southern Tanner crab,female,53,6.3,5,58,6192
95034,55.66692,-167.58542,1987,southern Tanner crab,female,135,,4.3,70,187
95035,55.68292,-166.968,1987,southern Tanner crab,female,134,7,4.3,90,366
95036,55.67317,-166.38975,1987,southern Tanner crab,female,126,,4.4,66,76
71886,57.65584,-165.23717,1987,southern Tanner crab,male,60,,3.2,48,418
71885,57.65659,-165.90583,1987,southern Tanner crab,male,62,4.5,3.8,78,276
71884,57.67842,-166.50558,1987,southern Tanner crab,male,66,,3.4,60,455
71883,57.674,-167.13125,1987,southern Tanner crab,male,66,5.8,3.5,96,289
71882,57.68634,-167.7555,1987,southern Tanner crab,male,68,,4,76,645
71881,57.11517,-170.47892,1987,southern Tanner crab,male,51,,5.5,106,3889
71880,57.15292,-169.91584,1987,southern Tanner crab,male,48,7.5,5.1,125,478
71879,57.17467,-169.30342,1987,southern Tanner crab,male,73,,4.3,97,6398
71878,57.14942,-168.61392,1987,southern Tanner crab,male,75,7.1,4.1,116,70
71877,57.36167,-173.34192,1987,southern Tanner crab,male,121,9.1,4.1,160,512
93415,57.01075,-171.39867,1987,southern Tanner crab,female,108,,4,133,8464
93414,56.98734,-170.8025,1987,southern Tanner crab,female,95,8.7,4.2,150,13304
93413,57.00542,-170.20242,1987,southern Tanner crab,female,70,,5.2,105,443
93412,56.99858,-169.60634,1987,southern Tanner crab,female,60,7.6,4.6,124,24478
93411,56.99125,-168.34842,1987,southern Tanner crab,female,79,7,3.9,117,3181
93410,57.00425,-159.706,1987,southern Tanner crab,female,55,4.7,3.6,22,2356
93409,56.98634,-160.33975,1987,southern Tanner crab,female,60,4.6,3.5,5,2248
93408,56.99033,-160.90033,1987,southern Tanner crab,female,71,5.1,3.5,32,4475
93407,57.00059,-161.56892,1987,southern Tanner crab,female,68,5.4,3.2,15,745
93406,57.0055,-162.17242,1987,southern Tanner crab,female,57,5.7,3.4,39,7530
93405,56.98917,-162.78942,1987,southern Tanner crab,female,60,4.4,3.2,22,8744
93404,56.996,-163.37117,1987,southern Tanner crab,female,64,4.5,3.1,53,16719
93403,57.00733,-163.98467,1987,southern Tanner crab,female,68,4.5,3,33,3010
93402,56.99484,-164.607,1987,southern Tanner crab,female,68,4.9,3.3,64,70
93401,56.98583,-165.22325,1987,southern Tanner crab,female,71,,3.3,46,74
93400,57.01342,-166.46667,1987,southern Tanner crab,female,73,,4,62,800
95037,55.66317,-165.83109,1987,southern Tanner crab,female,115,6.8,4.5,84,148
95038,55.65334,-165.16342,1987,southern Tanner crab,female,110,6.5,4.2,42,355
95039,55.669,-164.58275,1987,southern Tanner crab,female,95,6.3,4.4,60,1151
95040,55.67275,-164.01092,1987,southern Tanner crab,female,95,6.2,4.1,37,3223
95041,55.665,-163.40267,1987,southern Tanner crab,female,79,7.1,4.2,57,4332
95042,55.66784,-162.82083,1987,southern Tanner crab,female,53,6.4,4.6,18,1195
95043,56.00475,-167.62884,1987,southern Tanner crab,female,134,,4.3,71,148
95044,56.04725,-167.0115,1987,southern Tanner crab,female,132,6.9,4.3,91,190
95045,56.00992,-166.4225,1987,southern Tanner crab,female,124,,4.3,65,206
83000,56.99109,-167.70333,1987,southern Tanner crab,male,77,,4.1,74,3142
83001,57.02992,-167.0955,1987,southern Tanner crab,male,71,6.1,4.4,94,8000
73358,58.67583,-174.32817,1987,southern Tanner crab,male,159,9.6,3.9,180,1923
73357,58.64008,-173.62259,1987,southern Tanner crab,male,124,9.6,3.9,210,2827
73356,58.65434,-172.99375,1987,southern Tanner crab,male,112,8.9,3.5,141,1770
73355,58.67734,-172.36908,1987,southern Tanner crab,male,101,9.6,3.1,165,1900
73354,58.67342,-171.7155,1987,southern Tanner crab,male,91,,2.9,128,745
73353,58.65309,-171.14617,1987,southern Tanner crab,male,80,8,2,145,579
73352,58.66892,-170.42559,1987,southern Tanner crab,male,73,,2.7,113,359
73351,58.66967,-169.78359,1987,southern Tanner crab,male,64,7.6,3.1,132,68
71098,55.66692,-167.58542,1987,southern Tanner crab,male,135,,4.3,70,373
83002,57.01342,-166.46667,1987,southern Tanner crab,male,73,,4,62,889
83003,56.99817,-165.85125,1987,southern Tanner crab,male,70,5.9,3.8,80,777
83004,56.98583,-165.22325,1987,southern Tanner crab,male,71,,3.3,46,148
83005,56.99484,-164.607,1987,southern Tanner crab,male,68,4.9,3.3,64,282
83006,57.00733,-163.98467,1987,southern Tanner crab,male,68,4.5,3,33,4474
71772,56.6475,-169.51592,1987,southern Tanner crab,male,71,6.7,5.2,122,498
71771,56.67159,-168.91209,1987,southern Tanner crab,male,97,,4,100,3311
71770,56.66592,-160.36342,1987,southern Tanner crab,male,57,4.8,3.7,4,1246
71769,56.6645,-160.98975,1987,southern Tanner crab,male,66,5.4,3.6,33,1088
71768,56.68159,-161.56783,1987,southern Tanner crab,male,88,5.6,3.3,16,4021
72844,59.66367,-173.89084,1988,southern Tanner crab,male,104,8.1,1.4,170,427
72845,59.56392,-174.52617,1988,southern Tanner crab,male,121,8,2,179,137
95676,59.63117,-172.6425,1988,southern Tanner crab,female,88,7.2,-0.8,158,131
95677,59.65134,-173.19283,1988,southern Tanner crab,female,99,6.9,0,157,77
95678,59.56392,-174.52617,1988,southern Tanner crab,female,121,8,2,179,137
95849,55.02108,-165.74342,1988,southern Tanner crab,female,128,7.1,3.9,57,1864
95850,54.96875,-165.15475,1988,southern Tanner crab,female,113,6.5,4.2,65,4340
95851,55.42442,-167.56075,1988,southern Tanner crab,female,144,6.7,4.3,80,804
71185,57.32709,-170.85333,1988,southern Tanner crab,male,80,8.4,3.4,138,22712
71186,57.2975,-171.2005,1988,southern Tanner crab,male,104,8.6,3.5,144,393
71187,57.35775,-172.11642,1988,southern Tanner crab,male,108,8.4,3.1,144,993
71188,57.34167,-172.69575,1988,southern Tanner crab,male,119,8.1,3.4,149,805
71189,57.34225,-173.32434,1988,southern Tanner crab,male,121,8.3,3.5,152,2552
71190,57.15617,-168.61258,1988,southern Tanner crab,male,75,7.4,2.2,103,1482
71191,57.13675,-169.32642,1988,southern Tanner crab,male,73,7.3,1.7,107,2482
71192,57.16608,-169.87858,1988,southern Tanner crab,male,49,4.4,4.1,113,63535
73328,55.98433,-162.82292,1988,southern Tanner crab,male,80,6.6,2.6,37,2128
73327,56.0255,-163.39559,1988,southern Tanner crab,male,88,9.2,2.4,30,3437
73326,56.11592,-164.0545,1988,southern Tanner crab,male,93,6.2,1.9,41,6017
73325,55.97542,-164.543,1988,southern Tanner crab,male,91,8.7,2.6,53,12328
73324,55.956,-165.18934,1988,southern Tanner crab,male,101,6.8,3.4,62,1935
73323,56.00258,-165.775,1988,southern Tanner crab,male,104,7.1,4,60,506
73322,56.04983,-166.43775,1988,southern Tanner crab,male,124,6.8,4.1,71,1395
73321,56.00692,-167.00425,1988,southern Tanner crab,male,134,7,3.4,78,483
71193,57.11517,-170.485,1988,southern Tanner crab,male,59,7.1,4.1,117,113332
71194,57.69784,-167.77284,1988,southern Tanner crab,male,64,5.7,1.5,87,1852
71183,57.37109,-169.58242,1988,southern Tanner crab,male,64,7.2,1.8,115,16278
71182,57.32558,-169.02608,1988,southern Tanner crab,male,73,7,1.8,106,3076
71181,57.32283,-168.38525,1988,southern Tanner crab,male,73,6.9,2.4,102,269
71180,57.35909,-159.072,1988,southern Tanner crab,male,51,3.1,3.4,10,1992
71179,57.32734,-159.65367,1988,southern Tanner crab,male,55,5.6,3.6,12,4984
71178,57.33867,-160.31534,1988,southern Tanner crab,male,62,3.5,3.1,16,66426
71177,57.35192,-160.93117,1988,southern Tanner crab,male,60,6,2.7,17,3662
71176,57.3885,-161.50933,1988,southern Tanner crab,male,59,4.6,2.3,22,25626
71175,57.32442,-162.16009,1988,southern Tanner crab,male,49,5.2,2.4,24,1728
71174,57.29884,-162.79684,1988,southern Tanner crab,male,49,2.8,2.2,33,7267
95679,59.67367,-175.07217,1988,southern Tanner crab,female,124,8.5,1.8,177,607
95680,59.70317,-175.85125,1988,southern Tanner crab,female,141,8,2,186,625
95681,59.6655,-176.52959,1988,southern Tanner crab,female,135,9.8,2.1,191,2160
95682,59.46733,-172.90325,1988,southern Tanner crab,female,97,7.1,0.3,159,286
71173,57.34533,-163.39725,1988,southern Tanner crab,male,49,6.4,1.8,34,6024
71172,57.30584,-163.92417,1988,southern Tanner crab,male,66,5,1,45,22477
71171,57.33217,-164.61417,1988,southern Tanner crab,male,64,6.1,0.5,49,36349
71170,57.31592,-165.22717,1988,southern Tanner crab,male,70,6,0.9,58,14462
71169,57.33892,-165.87334,1988,southern Tanner crab,male,66,6.1,0.9,64,2517
71168,57.42084,-166.481,1988,southern Tanner crab,male,70,5.8,1.1,75,871
71167,57.34158,-167.11417,1988,southern Tanner crab,male,70,7.1,0.4,82,4709
71166,57.32309,-167.7315,1988,southern Tanner crab,male,75,6.5,1,86,901
